height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
0.6666666666666666,-0.2375,-0.14936128398296758,-0.2790741305316479,1.8169934640522878,0.3865546218487394,5.31923890063425,0.07547169811320754,-0.11631944444444445,-0.3333333333333333,0
0.0,-0.325,-0.2725188339338356,-0.31659670270397033,0.41176470588235303,0.15126050420168036,0.0930232558139534,-0.29245283018867924,-0.2725694444444444,-0.29411764705882354,0
0.3333333333333333,-0.275,-0.2096298722567966,-0.2905185150442062,-0.3594771241830066,0.4579831932773109,-0.43974630021141664,-0.2830188679245283,-0.1840277777777778,-0.20588235294117646,0
0.0,-0.325,-0.2725188339338356,-0.31659670270397033,0.27450980392156854,-0.06722689075630259,0.4820295983086681,-0.3018867924528302,-0.28125,-0.3333333333333333,0
0.3333333333333333,0.1125,0.15591221749099246,0.032550831359489725,0.0,-0.2142857142857145,0.32980972515856255,0.19339622641509435,0.1423611111111111,0.10784313725490197,0
1.0,0.125,0.2934818211595152,-0.047935085950141884,-0.6274509803921572,-1.7563025210084036,4.52431289640592,0.1179245283018868,-0.05555555555555555,-0.30392156862745096,1
0.6666666666666666,0.0375,0.13887979037012774,-0.0726999835838747,0.039215686274509845,0.10084033613445341,0.008456659619450139,0.18396226415094338,0.17881944444444445,0.20588235294117646,0
1.0,-0.075,0.06288896167703897,-0.18442344222696466,-0.20915032679738585,0.3655462184873948,-0.0930232558139536,0.02830188679245283,0.13368055555555555,0.0784313725490196,0
-0.3333333333333333,-0.4,-0.3432689158205044,-0.3769142374709786,0.7777777777777779,0.80672268907563,-0.08456659619450327,-0.38207547169811323,-0.3402777777777778,-0.37254901960784315,0
4.666666666666667,0.4125,1.6482148706190631,-0.15459299734996834,1.2156862745098043,0.14705882352941144,7.822410147991546,3.349056603773585,1.8732638888888888,0.23529411764705882,0
1.0,0.7875,1.0573206681952179,0.40402429586548155,-0.5228758169934643,-0.15966386554621864,-0.2452431289640593,0.8537735849056604,1.0729166666666667,1.1372549019607843,0
-2.3333333333333335,0.0125,-0.34719947592531936,3.2011444384512555,3.6862745098039227,0.80672268907563,5.708245243128966,-0.30660377358490565,-0.3454861111111111,-0.43137254901960786,1
0.3333333333333333,-0.325,-0.25679659351457584,-0.3322623765859149,0.48366013071895403,0.80672268907563,-0.3636363636363637,-0.2641509433962264,-0.22569444444444445,-0.19607843137254902,0
-0.3333333333333333,-0.4,-0.3432689158205044,-0.3769142374709786,1.0915032679738563,-1.092436974789916,16.067653276955607,-0.37264150943396224,-0.3732638888888889,-0.46078431372549017,0
2.0,1.4,2.3530953160825416,0.5477357472854764,-0.7058823529411767,-0.5336134453781513,1.8097251585623682,1.7547169811320755,2.0694444444444446,0.6470588235294118,0
2.0,2.3625,3.7654765804127086,1.0636711146549094,-0.6274509803921572,0.13025210084033578,1.1331923890063427,3.0849056603773586,4.217013888888889,1.7450980392156863,0
1.6666666666666667,0.075,0.3511300360301343,-0.13977158134190099,-1.058823529411765,-0.4033613445378155,-0.3298097251585624,-0.009433962264150943,0.2934027777777778,0.12745098039215685,0
0.0,-0.0375,-0.03144448083851949,-0.04690321521540301,0.5555555555555555,0.5084033613445378,0.32980972515856255,0.08018867924528301,0.03819444444444445,0.00980392156862745,0
7.666666666666667,0.8375,3.866360956436292,-0.13958396848103935,-0.5947712418300657,-1.4789915966386558,2.4439746300211422,3.240566037735849,2.1649305555555554,1.107843137254902,1
0.0,-0.0125,-0.010481493612839829,-0.023451607607701506,0.006535947712418308,0.0966386554621845,-0.10993657505285406,-0.0047169811320754715,0.013888888888888888,0.049019607843137254,0
-1.0,-0.2625,-0.28693088765149033,-0.1383644848854389,0.2810457516339869,-0.2815126050420171,0.7695560253699792,-0.32075471698113206,-0.3038194444444444,-0.3627450980392157,0
-0.3333333333333333,-0.3,-0.2698984605306256,-0.2696934874885673,-0.11111111111111123,0.1638655462184871,-0.43974630021141664,-0.32547169811320753,-0.2690972222222222,-0.2647058823529412,0
-2.3333333333333335,0.2,-0.32754667540124466,4.6082408949133455,3.9934640522875826,0.80672268907563,12.684989429175479,-0.23113207547169812,-0.3194444444444444,-0.4411764705882353,1
2.0,0.8,1.4726498526039962,0.22616730376867328,0.15032679738562071,-0.41596638655462226,0.8118393234672306,1.929245283018868,1.3454861111111112,1.2156862745098038,0
